"ID","item_cnt_month"
0,0.898610164875523
1,0
2,1.427159890625
3,0.147875
4,0
5,0.723303609753835
6,1.3825
7,0.106257560081191
8,1.93679837771264
9,0
10,3.60373567541832
11,0.2275
12,0.00186941704809158
13,0.532060084974209
14,2.27749434676927
15,3.29697431432022
16,0
17,0.0675307647829901
18,2.27103942734375
19,0.00215956106848085
20,1.00366472092536
21,0
22,0.959589450032822
23,1.26728715872143
24,2.30689116553978
25,0
26,0
27,0.880908940474816
28,1.1591409272444
29,3.871875
30,0.654898174499639
31,0
32,0.732080170483494
33,1.00955819357141
34,0.00942392034124023
35,0.00306277411090308
36,0.0655399616109031
37,0.851362207698242
38,0.268110171875
39,0.040610171875
40,0.805
41,1.33675242581273
42,3.96447219943465
43,4.36127780765196
44,0.602875
45,0
46,1.26144517231943
47,0.182871118294922
48,0.4025896875
49,1.42304251820941
50,2.5310709375
51,0.2275
52,0.746525709711636
53,0.205642969492187
54,10.6073827507812
55,3.9025
56,4.02350419394574
57,3.46766619576152
58,6.2125
59,6.6325
60,4.97
61,0.645260148632128
62,0.636715834009875
63,0.363374717715068
64,0
65,0
66,1.26774186693422
67,0.00471196017062012
68,0.602875
69,0.0272446639041283
70,0
71,1.75
72,0.717399149941889
73,1.65876216630589
74,0
75,0
76,0.363580143094412
77,0
78,0.490191950090463
79,1.057875
80,1.77638461870276
81,5.78414226796875
82,1.5344875
83,0.319389262903315
84,1.48231812516204
85,1.78137676238314
86,0.85210974787045
87,0.00798727791278662
88,4.12034749614865
89,1.94504877040991
90,1.2141077703125
91,0.35
92,3.9630609375
93,0.147875
94,0.366968783569705
95,0.00138783866134115
96,0.00471196017062012
97,0.775913021535842
98,1.05816275136534
99,2.49137439657904
100,1.4542301034338
101,0.7
102,0.334126720463705
103,0.35
104,0.0205759425368279
105,0
106,0
107,0.934543051221835
108,0.068838540541214
109,0
110,0.307711129663882
111,0
112,0
113,0
114,0.415779552776693
115,0.403200658285674
116,0
117,0.0992353402523539
118,12.5212201283897
119,0.106430693604165
120,0.00239297029788822
121,0.0167056429619988
122,0.37927496722988
123,0.764317689974536
124,1.03517006472852
125,1.75700931792969
126,0
127,0.00109344864226878
128,0
129,0.227513458554253
130,0.35
131,0
132,0.35
133,2.8
134,0.00908991587625266
135,0.35
136,0.2275
137,0
138,1.4779646875
139,0
140,0.321531123621094
141,0.64575
142,0.102032833606935
143,0.2275
144,0
145,0
146,0
147,0.200781009725698
148,0
149,0
150,0.0482683908589385
151,0
152,5.6
153,0.375375
154,0
155,0.156488987616787
156,0.345643730421514
157,0.001990803172087
158,0.147878109772894
159,0.43122034375
160,0
161,0.2275
162,0
163,0.594538559305494
164,0.550639595898438
165,4.2547220825222e-05
166,0.862103921875
167,0.0172103546654509
168,0
169,0.00213560898624399
170,0.2275
171,0.892494279998174
172,0.365865018114992
173,2.36777428125
174,3.284358984375
175,5.290842703125
176,2.0616305828125
177,0
178,0.581227750525684
179,0.0171577976171875
180,1.05
181,0.503124671395441
182,0
183,0.0976630687699862
184,0.228214289574727
185,0
186,0.0244069671104492
187,0.145821126948301
188,0
189,0
190,0
191,1.07710763671875
192,0.805
193,0.124774753085938
194,0.001990803172087
195,0.153847409516261
196,0.35
197,4.06152069385761
198,1.55315708229522
199,0
200,0
201,0
202,0.227734174352346
203,2.05924284862561
204,0.0812232847196112
205,0
206,0
207,0.000841114340206758
208,1.64711788036309
209,0.814347773804687
210,0.260957705353516
211,0.0796349851171875
212,0.0077747342815232
213,0.35
214,0.0517627403261719
215,0.804759199012294
216,0.661390219131838
217,0.238325764781397
218,2.41934164894893
219,0.518891694835323
220,0.58746565471624
221,0
222,0
223,1.180375
224,4.0747284825454
225,0.707496844937695
226,0.510871885717397
227,0
228,0.29575
229,0
230,0
231,0.615766238989645
232,0
233,0.38627846141165
234,0
235,0.165564546875
236,0.225611593598817
237,0.722228090535157
238,0.35
239,0.324275158694303
240,1.08262416949326
241,0.00255148800046565
242,0
243,0
244,0
245,0.316150845624194
246,2.41916083084813
247,0.851949243057451
248,0.643811526555429
249,0.000258623327126165
250,0.847875
251,0.188485171875
252,0.252402370746094
253,1.80698944811034
254,0.496794475279671
255,5.6
256,0
257,0.235288467562075
258,0.715765346818241
259,0.249504003807301
260,0.00297625074227006
261,2.02135238086128e-06
262,0.347081109375
263,0
264,0.00832159302972755
265,0.664569004572266
266,0
267,0.2275
268,0.00306277411090308
269,4.42365194119258e-06
270,1.993489859375
271,0.02639661171875
272,0.210532247891905
273,0.7
274,14.1150026953123
275,0
276,0.35
277,2.23195421066472
278,0.350135091021149
279,0.272829375
280,0.24399375
281,0.1922375
282,0.0877224406742361
283,1.01374690866542
284,0.24399375
285,0.32361875
286,0
287,1.2857271875
288,0.370590274916214
289,0.35
290,0
291,0.00726527746573762
292,0.458161140353
293,0.159882575673916
294,0.9275
295,1.39147913021405
296,0.221073125
297,0.113002798325878
298,0
299,0
300,0.000375021712617007
301,0.640580702542729
302,1.45819963745169
303,1.01372010699326
304,0.001990803172087
305,0.000841114340206758
306,0.296888558511969
307,0.147881098145038
308,0.401291170944279
309,0
310,0
311,0.72365190625
312,1.07551271936154
313,0.272829375
314,0
315,0.35
316,0.136390245732241
317,2.1
318,0.00923997266534872
319,0.222313317163882
320,0
321,0.0175389328095583
322,1.3211690625
323,0.0970113334649619
324,0.83626440625
325,0.6564709375
326,0.371869757787808
327,0
328,0
329,0.425098360339844
330,0
331,0
332,0.149865803172087
333,0.341094258409852
334,1.155
335,0.450680499064513
336,0.0650171389854492
337,1.15772829623828
338,0.453087359375
339,0.69899375
340,0.0697263569932617
341,0.266734417469055
342,0
343,1.6866959375
344,0.0330223262389795
345,0.00206517694626973
346,5.60083927256619
347,4.37579931725452
348,0.0751231349876432
349,0.453776753828125
350,0
351,0.830443035013933
352,0
353,0.124752969498384
354,0
355,0
356,0.35
357,0.9275
358,0.991566883584097
359,0.35
360,0.147875
361,4.82806090050977
362,0.7
363,1.155
364,0.718649818900835
365,0.67361875
366,0
367,0
368,0
369,0.262923489038882
370,0
371,0.35
372,0.7
373,0
374,2.62910158630273
375,2.99262527199903
376,0.682577596449679
377,0.32361875
378,0.56933559002968
379,0
380,2.905
381,0.67361875
382,0.5775
383,0
384,2.83336007986793
385,0.523326422049154
386,0.618110171875
387,0
388,0.232919479464499
389,0.015420444848343
390,0
391,0.09611875
392,0.0571224121946272
393,0.759041909335938
394,0
395,0
396,2.6310511270572
397,0.5408040804278
398,0
399,0.570886182227205
400,0
401,0.6335503125
402,2.46611217261719
403,3.3304709375
404,0.436399446827764
405,0.109201257768119
406,0.12251536171875
407,0.000397882041732561
408,0.112649245677348
409,0
410,0
411,1.39803002381204
412,0.03475976772019
413,0.281542930169922
414,0
415,5.06457318447681
416,0
417,0
418,0
419,0
420,0.57475662609344
421,1.4
422,0.35
423,1.21264441084905
424,0.0624771875
425,0.204593323911462
426,0
427,0
428,1.74216287957031
429,0.749728322382813
430,1.28733971309815
431,1.06459972566361
432,0.00214094733877853
433,0
434,0.00505357728299008
435,1.1884676904707
436,0.0633784854755614
437,1.22429509293492
438,0.933691599266017
439,0.811952590833044
440,0.158459829528277
441,0.318864894019841
442,0.2275
443,0.307173988987864
444,0.0624771875
445,0.561167374407466
446,0.304551189289204
447,0.263941017414204
448,0.35
449,0.93466633517062
450,0.35
451,0.32060681801186
452,0.186232741382632
453,0.244657797617188
454,0.791999347728101
455,0.227509985117187
456,0.48401835145349
457,0
458,0.978206010742187
459,0.883570733440726
460,15
461,2.03327273269531
462,0.35
463,0.84323884048144
464,0.759106279077721
465,0
466,0
467,0
468,0
469,0.469912235229849
470,0.35
471,0.395079325327214
472,0.147875
473,0
474,1.05
475,1.4
476,0
477,0.00203212389146014
478,1.13237064856905e-05
479,0
480,0
481,0
482,0.0671891476706201
483,0.35
484,1.31927354048353
485,0.589889876417085
486,0.705152603969382
487,0.0689205379433594
488,0
489,3.14410287149448
490,0.2103521875
491,0
492,0.696314603326868
493,0
494,0.351551855957681
495,0.0436105086622673
496,0.09611875
497,0
498,5.25
499,0
500,0
501,0.806782232395503
502,0.580402063946387
503,0
504,2.2801471875
505,1.30872503125
506,1.69328408183594
507,0.0934446286542777
508,1.544375
509,0.527317150601474
510,0.149715746382991
511,0.0441290933553827
512,0.313899446827764
513,0
514,0.00214094733877853
515,0
516,0.2275
517,0.8561021875
518,1.42503279761719
519,0.59192430843007
520,0.745563317163882
521,0.731745605256509
522,1.009978921875
523,2.190125
524,0.147875
525,0.9932276615625
526,0.189452188639358
527,0.155418957253402
528,0.001990803172087
529,0.00229214439143899
530,0
531,0.949474594447978
532,0.0032190222479313
533,0.0163504789641383
534,0
535,0.0026406513774922
536,0
537,0.0951880194990381
538,0.733308280764097
539,0.21451206765712
540,1.3413895700481
541,0
542,0.333525737660972
543,0.08887379921875
544,0.00471196017062012
545,0
546,0.4027932234375
547,0.0406175322842157
548,0.0171577976171875
549,3.48421738021245e-05
550,0
551,0.478272415539775
552,0.787008727684461
553,0.0626273316666915
554,2.02135238086128e-06
555,0.455
556,0.118869503740417
557,0.24399375
558,0
559,0.152824441522471
560,0.432895232089615
561,1.13011694556544
562,0.0250909226532154
563,0
564,0
565,0.0796395096858201
566,0.148716114340207
567,0
568,0.262837827933789
569,0.0300031439559989
570,0
571,0
572,0.9275
573,0.365773377401818
574,0
575,0
576,0.358244069314066
577,0
578,0
