"ID","item_cnt_month"
0,1
1,1
2,1
3,1
4,1.46743523120597
5,1.46743523120597
6,1.46743523120597
7,1.46743523120597
8,1
9,1.46743523120597
10,1
11,1.46743523120597
12,1.46743523120597
13,1
14,1.46743523120597
15,1
16,1.46743523120597
17,1
18,1.46743523120597
19,1.46743523120597
20,1.46743523120597
21,1.46743523120597
22,1.46743523120597
23,1.46743523120597
24,1.46743523120597
25,1.46743523120597
26,1.46743523120597
27,1.46743523120597
28,1.46743523120597
29,1.46743523120597
30,1.46743523120597
31,1.46743523120597
32,1.46743523120597
33,1.46743523120597
34,1.46743523120597
35,1.46743523120597
36,1.46743523120597
37,1.46743523120597
38,1.46743523120597
39,1.46743523120597
40,1.46743523120597
41,1.46743523120597
42,1.46743523120597
43,1.46743523120597
44,1.46743523120597
45,1.46743523120597
46,1.46743523120597
47,1.46743523120597
48,1.46743523120597
49,1.46743523120597
50,1.46743523120597
51,1.46743523120597
52,1.46743523120597
53,1.46743523120597
54,1.46743523120597
55,1.46743523120597
56,1.46743523120597
57,1.46743523120597
58,1.46743523120597
59,1.46743523120597
60,1.46743523120597
61,1.46743523120597
62,1.46743523120597
63,1.46743523120597
64,1.46743523120597
65,1
66,1.46743523120597
67,1.46743523120597
68,1.46743523120597
69,1.46743523120597
70,1.46743523120597
71,1
72,2
73,1
74,1.46743523120597
75,1
76,1
77,1.46743523120597
78,1.46743523120597
79,1.46743523120597
80,1.46743523120597
81,1.46743523120597
82,1.46743523120597
83,1.46743523120597
84,1.46743523120597
85,1.46743523120597
86,1.46743523120597
87,1.46743523120597
88,1.46743523120597
89,1.46743523120597
90,1.46743523120597
91,1.46743523120597
92,1.46743523120597
93,1.46743523120597
94,1.46743523120597
95,1.46743523120597
96,1.46743523120597
97,1.46743523120597
98,1.46743523120597
99,1.46743523120597
100,1.46743523120597
101,1
102,1.46743523120597
103,1.46743523120597
104,1.46743523120597
105,1.46743523120597
106,1.46743523120597
107,1.46743523120597
108,1.46743523120597
109,1.46743523120597
110,1.46743523120597
111,1.46743523120597
112,1.46743523120597
113,1.46743523120597
114,1
115,1
116,1.46743523120597
117,1.46743523120597
118,1.46743523120597
119,1.46743523120597
120,1.46743523120597
121,1.46743523120597
122,1.46743523120597
123,1
124,1
125,1
126,1
127,1
128,1.46743523120597
129,1.46743523120597
130,1.46743523120597
131,1.46743523120597
132,1.46743523120597
133,1.46743523120597
134,1.46743523120597
135,1
136,1
137,1.46743523120597
138,1
139,1.46743523120597
140,1
141,1.46743523120597
142,1.46743523120597
143,1
144,1.46743523120597
145,1.46743523120597
146,1.46743523120597
147,1.46743523120597
148,1.46743523120597
149,1.46743523120597
150,1.46743523120597
151,1.46743523120597
152,1.46743523120597
153,1.46743523120597
154,1.46743523120597
155,1.46743523120597
156,1.46743523120597
157,1.46743523120597
158,1.46743523120597
159,1.46743523120597
160,1.46743523120597
161,1.46743523120597
162,1.46743523120597
163,1
164,1
165,1.46743523120597
166,1.46743523120597
167,1
168,1
169,1
170,1.46743523120597
171,1.46743523120597
172,1
173,1.46743523120597
174,1
175,1
176,1
177,1.46743523120597
178,1
179,1.46743523120597
180,1
181,1.46743523120597
182,1.46743523120597
183,1.46743523120597
184,1
185,1.5
186,1.46743523120597
187,1
188,1.46743523120597
189,1.46743523120597
190,1.46743523120597
191,1.46743523120597
192,1
193,1.46743523120597
194,1.46743523120597
195,1.46743523120597
196,1.46743523120597
197,1.46743523120597
198,1.46743523120597
199,1.46743523120597
200,1.46743523120597
201,1.46743523120597
202,1.46743523120597
203,1.46743523120597
204,1.46743523120597
205,1.46743523120597
206,1.46743523120597
207,1.46743523120597
208,1.46743523120597
209,1
210,1.46743523120597
211,1
212,1.46743523120597
213,1.46743523120597
214,1
215,1.46743523120597
216,1.46743523120597
217,1.46743523120597
218,1.46743523120597
219,1
220,5
221,1.46743523120597
222,1.46743523120597
223,1.46743523120597
224,1.46743523120597
225,1.46743523120597
226,1.46743523120597
227,1
228,1.46743523120597
229,1.46743523120597
230,1.46743523120597
231,1.46743523120597
232,1.46743523120597
233,1.46743523120597
234,1.46743523120597
235,1.46743523120597
236,1.46743523120597
237,2
238,5
239,1
240,1.46743523120597
241,1.46743523120597
242,1.46743523120597
243,1.46743523120597
244,1.46743523120597
245,1.46743523120597
246,1.46743523120597
247,1.46743523120597
248,1.46743523120597
249,3.5
250,1
251,1
252,1.46743523120597
253,1.46743523120597
254,1
255,2
256,2
257,1
258,1
259,1.46743523120597
260,1.46743523120597
261,1
262,1
263,1
264,1.46743523120597
265,1.46743523120597
266,1.46743523120597
267,1.46743523120597
268,1.46743523120597
269,1.46743523120597
270,1.46743523120597
271,1
272,1
273,1.5
274,3
275,2
276,1
277,2
278,1
279,2.5
280,2
281,4
282,1.46743523120597
283,1.46743523120597
284,2
285,1
286,1.46743523120597
287,1
288,1.46743523120597
289,1.5
290,1
291,1.5
292,2
293,3
294,1
295,5
296,1
297,2.5
298,1.5
299,2
300,1
301,2
302,3
303,1
304,1.46743523120597
305,1
306,1.46743523120597
307,1
308,3
309,1.5
310,1.46743523120597
311,1.5
312,1
313,1
314,3
315,1.46743523120597
316,1.46743523120597
317,1.46743523120597
318,1.46743523120597
319,1.46743523120597
320,4
321,1
322,1.46743523120597
323,1.46743523120597
324,1.46743523120597
325,9
326,1.46743523120597
327,1.46743523120597
328,1
329,1.46743523120597
330,1.46743523120597
331,1.46743523120597
332,1.46743523120597
333,1.46743523120597
334,1.46743523120597
335,1.46743523120597
336,1.46743523120597
337,1.46743523120597
338,1.46743523120597
339,1
340,1.46743523120597
341,1.46743523120597
342,1.46743523120597
343,1.46743523120597
344,1.46743523120597
345,1.46743523120597
346,1.46743523120597
347,1.46743523120597
348,1.46743523120597
349,1
350,1.46743523120597
351,1.46743523120597
352,1.46743523120597
353,1.46743523120597
354,1.46743523120597
355,1.46743523120597
356,1.46743523120597
357,1.46743523120597
358,1.46743523120597
359,1
360,1.46743523120597
361,1.46743523120597
362,1.46743523120597
363,1.46743523120597
364,1.46743523120597
365,2
366,2
367,1
368,5
369,1.5
370,4
371,1
372,1.46743523120597
373,1.46743523120597
374,2
375,1
376,1.5
377,3
378,2
379,1
380,1
381,1.46743523120597
382,3
383,2
384,1.46743523120597
385,1
386,2
387,1.5
388,1
389,1
390,2
391,1.46743523120597
392,1.46743523120597
393,2
394,2
395,2
396,1.46743523120597
397,1.46743523120597
398,5
399,1
400,3
401,1
402,1.46743523120597
